0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.785398, 0, 0.523599, -0, 0, 0, 6.92225e-310, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.990825, -0.410413, -0.710856, 0, 0, 0.28, 0, 0, 
9.49127e-20, -6.20965e-20, -1.35849e-20, 3.75197e-19, 2.22689e-18, -0.00981, 1.11022e-19, 1.11022e-19, 4.74564e-20, -3.10483e-20, -6.79247e-21, 1.87598e-19, 1.11344e-18, -0.004905, 5.55112e-20, 5.55112e-20, 0.785398, -1.35849e-20, 0.523599, -1.11022e-19, 0, 0, 6.92225e-310, -6.79247e-21, 0, -5.55112e-20, 0, 0, -0.00981, -1.35849e-20, 2.32046e-20, 5.30609e-19, 1.73472e-18, -0.004905, -6.79247e-21, 1.16023e-20, 2.65304e-19, 8.67362e-19, 0.990825, -0.410413, -0.710856, -4.71836e-22, 4.71836e-22, 0.27999, 1.11022e-22, 1.11022e-22, 
2.057e-19, -1.08318e-19, -4.0327e-20, 2.58076e-19, 3.21137e-18, -0.01962, 2.22045e-19, 2.22045e-19, 1.00204e-19, -5.6805e-20, -1.79707e-20, 2.11091e-19, 1.81275e-18, -0.00981, 1.11022e-19, 1.11022e-19, 0.785398, -4.0327e-20, 0.523599, -2.22045e-19, 0, 0, 6.92225e-310, -1.79707e-20, 0, -1.11022e-19, 0, 0, -0.01962, -4.0327e-20, 6.88591e-20, 1.59161e-18, 1.73472e-18, -0.00981, -1.79707e-20, 3.06879e-20, 7.07406e-19, 1.15648e-18, 0.990825, -0.410413, -0.710856, -1.04046e-21, 3.58156e-21, 0.279971, 3.33067e-22, 3.33067e-22, 
3.32893e-19, -1.38135e-19, -8.06599e-20, -1.21873e-18, 2.95345e-18, -0.02943, 3.33067e-19, 3.33067e-19, 1.58376e-19, -7.71374e-20, -3.3643e-20, -1.46363e-19, 2.09793e-18, -0.014715, 1.66533e-19, 1.66533e-19, 0.785398, -8.06599e-20, 0.523599, -3.33067e-19, 0, 0, 6.92225e-310, -3.3643e-20, 0, -1.66533e-19, -4.81482e-35, -4.81482e-35, -0.02943, -8.06599e-20, 1.37715e-19, 3.183e-18, 3.46945e-18, -0.014715, -3.3643e-20, 5.74446e-20, 1.3263e-18, 1.73472e-18, 0.990825, -0.410413, -0.710856, -4.83809e-22, 6.41304e-21, 0.279941, 6.66134e-22, 6.66134e-22, 
4.76224e-19, -1.51813e-19, -1.34373e-19, -1.45327e-18, 1.45327e-18, -0.03924, 4.44089e-19, 4.44089e-19, 2.21946e-19, -9.20726e-20, -5.37889e-20, -4.07746e-19, 1.969e-18, -0.01962, 2.22045e-19, 2.22045e-19, 0.785398, -1.34373e-19, 0.523599, -4.44089e-19, 0, 0, 6.92225e-310, -5.37889e-20, 0, -2.22045e-19, 0, 0, -0.03924, -1.34373e-19, 2.29393e-19, 5.30457e-18, 3.46945e-18, -0.01962, -5.37889e-20, 9.18343e-20, 2.12196e-18, 2.08167e-18, 0.990825, -0.410413, -0.710856, -3.50918e-21, 7.74434e-21, 0.279902, 1.11022e-21, 1.11022e-21, 
6.19554e-19, -1.65492e-19, -1.88085e-19, -3.42255e-18, 1.68782e-18, -0.04905, 5.55112e-19, 5.55112e-19, 2.88214e-19, -1.04309e-19, -7.61717e-20, -9.10213e-19, 1.92213e-18, -0.024525, 2.77556e-19, 2.77556e-19, 0.785398, -1.88085e-19, 0.523599, -5.55112e-19, 0, 0, 6.92225e-310, -7.61717e-20, 0, -2.77556e-19, -4.81482e-35, -4.81482e-35, -0.04905, -1.88085e-19, 3.21071e-19, 7.42613e-18, 3.46945e-18, -0.024525, -7.61717e-20, 1.3004e-19, 3.00599e-18, 2.31296e-18, 0.990825, -0.410413, -0.710856, -6.72844e-21, 1.09636e-20, 0.279853, 1.66533e-21, 1.66533e-21, 
7.62885e-19, -1.7917e-19, -2.41798e-19, -3.6571e-18, 1.8765e-19, -0.05886, 6.66134e-19, 6.66134e-19, 3.56024e-19, -1.15004e-19, -9.98326e-20, -1.30262e-18, 1.67435e-18, -0.02943, 3.33067e-19, 3.33067e-19, 0.785398, -2.41798e-19, 0.523599, -6.66134e-19, 0, 0, 6.92225e-310, -9.98326e-20, 0, -3.33067e-19, -1.44445e-34, -1.44445e-34, -0.05886, -2.41798e-19, 4.12749e-19, 9.5477e-18, 0, -0.02943, -9.98326e-20, 1.70427e-19, 3.94052e-18, 1.98254e-18, 0.990825, -0.410413, -0.710856, -1.01416e-20, 1.09886e-20, 0.279794, 2.33147e-21, 2.33147e-21, 
9.06216e-19, -1.92849e-19, -2.95511e-19, -5.62637e-18, -1.31252e-18, -0.06867, 7.77156e-19, 7.77156e-19, 4.24798e-19, -1.24734e-19, -1.24292e-19, -1.84309e-18, 1.30099e-18, -0.034335, 3.88578e-19, 3.88578e-19, 0.785398, -2.95511e-19, 0.523599, -7.77156e-19, 0, 0, 6.92225e-310, -1.24292e-19, 0, -3.88578e-19, -9.62965e-35, -9.62965e-35, -0.06867, -2.95511e-19, 5.04427e-19, 1.16693e-17, 0, -0.034335, -1.24292e-19, 2.12177e-19, 4.90661e-18, 1.73472e-18, 0.990825, -0.410413, -0.710856, -1.88308e-20, 6.12533e-21, 0.279725, 3.10862e-21, 3.10862e-21, 
1.04955e-18, -2.06527e-19, -3.49224e-19, -4.1262e-18, -2.8127e-18, -0.07848, 8.88178e-19, 8.88178e-19, 4.94215e-19, -1.33822e-19, -1.49285e-19, -2.09677e-18, 8.43915e-19, -0.03924, 4.44089e-19, 4.44089e-19, 0.785398, -3.49224e-19, 0.523599, -8.88178e-19, 0, 0, 6.92225e-310, -1.49285e-19, 0, -4.44089e-19, 0, 0, -0.07848, -3.49224e-19, 5.96105e-19, 1.37908e-17, 0, -0.03924, -1.49285e-19, 2.54836e-19, 5.89375e-18, 1.54198e-18, 0.990825, -0.410413, -0.710856, -2.60199e-20, 3.15e-21, 0.279647, 3.9968e-21, 3.9968e-21, 
1.19288e-18, -2.20206e-19, -4.02936e-19, -6.09547e-18, -8.43426e-19, -0.08829, 9.99201e-19, 9.99201e-19, 5.64081e-19, -1.42461e-19, -1.7465e-19, -2.49664e-18, 6.75181e-19, -0.044145, 4.996e-19, 4.996e-19, 0.785398, -4.02936e-19, 0.523599, -9.99201e-19, 0, 0, 6.92225e-310, -1.7465e-19, 0, -4.996e-19, -9.62965e-35, -9.62965e-35, -0.08829, -4.02936e-19, 6.87783e-19, 1.59124e-17, 0, -0.044145, -1.7465e-19, 2.9813e-19, 6.89561e-18, 1.38778e-18, 0.990825, -0.410413, -0.710856, -3.17088e-20, 2.06263e-21, 0.279559, 4.996e-21, 4.996e-21, 
